2,2,1.41,4.78,Home
1,0,2.27,3.4,Home
3,1,1.66,4.06,Home
4,0,1.09,11.76,Home
1,1,2.53,3.21,Home
2,0,1.9,4.03,Home
1,1,4.11,3.54,Home
0,1,1.28,6.1,Home
1,1,1.79,3.47,Home
1,3,16.7,8.53,Home
3,1,1.47,5.01,Home
0,2,2.35,3.3,Home
1,2,1.35,5.33,Home
1,2,3.28,3.3,Home
1,3,2.2,3.55,Home
2,3,4.26,3.88,Home
2,0,3.07,3.42,Home
1,1,3.01,3.3,Home
1,1,1.73,3.84,Home
1,0,2.52,3.26,Home
2,2,1.37,5.52,Home
1,2,2.27,3.63,Home
1,1,2.21,3.46,Home
1,0,1.83,3.71,Home
3,1,2.14,3.46,Home
1,2,6.58,4.54,Home
2,1,1.36,5.32,Home
4,0,2.04,3.41,Home
0,0,2.42,3.16,Home
0,1,3.41,3.53,Home
3,1,1.36,5.39,Home
1,1,1.98,3.62,Home
3,0,2.68,3.2,Home
0,0,3.41,3.4,Home
0,3,2.08,3.29,Home
0,5,11.32,6.59,Home
4,1,1.14,9.91,Home
1,4,14.95,7.75,Home
1,3,2.54,3.65,Home
5,3,1.77,4.32,Home
0,4,2.45,3.55,Home
0,0,2.41,3.65,Home
2,0,1.31,5.84,Home
0,2,1.3,6.09,Home
1,1,1.39,5.11,Home
2,2,1.9,3.76,Home
1,4,2.1,3.81,Home
1,0,1.17,8.99,Home
1,1,1.28,6,Home
3,0,1.3,5.91,Home
1,1,9.67,5.67,Home
2,3,9.39,5.48,Home
2,3,2.56,3.72,Home
3,0,2.34,3.62,Home
1,0,1.49,4.37,Home
1,0,5.84,4.61,Home
2,0,1.67,3.9,Home
1,1,2.69,3.35,Home
0,1,17.58,9.03,Home
3,0,2.66,3.62,Home
1,1,2.21,3.27,Home
0,0,2.99,3.44,Home
1,0,2.21,3.64,Home
3,3,1.8,3.93,Home
1,2,2.68,3.22,Home
0,1,1.36,5.46,Home
5,0,1.07,15.48,Home
0,2,6.49,4.7,Home
3,1,2.73,3.4,Home
1,0,1.26,6.22,Home
1,1,2.19,3.44,Home
2,2,1.23,6.58,Home
2,3,1.51,4.66,Home
0,2,16.22,7.81,Home
4,0,3.23,3.52,Home
3,1,2.45,3.06,Home
0,1,1.71,4.18,Home
1,2,4.08,3.57,Home
2,2,3.25,3.56,Home
0,0,1.95,3.17,Home
1,0,1.27,6.38,Home
0,2,1.99,3.26,Home
0,1,3.63,3.71,Home
2,0,1.73,3.81,Home
1,3,12.94,6.77,Home
2,1,1.32,5.84,Home
0,5,2.3,3.27,Home
2,0,1.85,3.57,Home
2,0,4.91,4.19,Home
3,1,2.73,3.16,Home
4,0,1.2,6.98,Home
0,1,1.66,3.84,Home
2,0,1.24,6.75,Home
1,0,2.87,3.52,Home
1,3,2.06,3.51,Home
1,4,5.41,4.05,Home
0,1,2.71,3.13,Home
1,3,8.78,5.22,Home
3,0,1.29,5.59,Home
2,0,1.07,15.04,Home
2,0,1.47,4.58,Home
4,1,1.73,3.86,Home
2,1,3.27,3.21,Home
2,0,1.43,4.74,Home
2,1,1.57,4.38,Home
1,2,9.02,4.67,Home
0,2,2.67,3.33,Home
0,1,2.53,3.11,Home
2,0,2.89,3.14,Home
2,0,1.46,4.38,Home
2,0,1.8,3.89,Home
2,1,1.39,5.13,Home
0,2,20.37,11.14,Home
2,0,4.57,3.7,Home
1,2,12.76,7.84,Home
2,2,2.12,3.51,Home
1,2,3.16,3.33,Home
4,3,1.54,4.25,Home
2,0,2.39,3.54,Home
1,1,1.58,3.9,Home
4,2,1.17,7.95,Home
3,1,1.11,10.72,Home
2,0,3.01,3.43,Home
0,2,3.11,3.3,Home
3,1,1.59,4.35,Home
3,2,2.73,3.11,Home
2,1,4.54,3.83,Home
1,2,1.89,3.29,Home
0,0,6.38,4.02,Home
1,2,8.39,4.78,Home
2,1,2.75,3.3,Home
2,0,2.18,3.34,Home
0,1,14.59,8.4,Home
1,0,1.78,3.38,Home
1,3,2.91,3.24,Home
3,2,1.45,4.54,Home
2,0,1.74,3.53,Home
1,1,2,3.55,Home
2,0,2.37,3.26,Home
1,3,3.35,3.28,Home
5,0,1.27,5.94,Home
1,0,1.11,11.37,Home
5,1,1.39,5.2,Home
2,0,1.99,3.44,Home
2,0,2.16,3.23,Home
0,3,3.93,3.35,Home
1,0,5.54,3.59,Home
2,1,1.82,3.48,Home
2,0,1.56,4.23,Home
0,0,3.51,3.45,Home
1,4,2.26,3.35,Home
1,1,3.12,3.29,Home
2,0,1.89,3.33,Home
2,1,6.16,4.06,Home
1,5,3.16,3.3,Home
3,1,2.01,3.5,Home
1,1,1.78,3.53,Home
6,0,1.56,4.3,Home
3,1,1.71,3.73,Home
1,3,2.03,3.29,Home
1,1,1.98,3.56,Home
1,2,5.55,3.94,Home
3,0,1.17,8.44,Home
1,2,1.83,3.5,Home
1,0,2.53,3.32,Home
0,3,5.08,4.03,Home
0,2,10,6.08,Home
1,1,9.18,5.93,Home
3,1,1.25,7.02,Home
0,1,3.81,3.6,Home
2,0,3.34,3.45,Home
0,0,2.45,3.23,Home
1,1,2.56,3.34,Home
5,0,1.23,6.59,Home
2,0,2.01,3.49,Home
1,3,2.66,3.24,Home
1,0,1.43,4.44,Home
1,1,1.24,6.63,Home
2,1,1.58,4.12,Home
4,0,5.63,4.23,Home
1,1,2.49,3.29,Home
2,2,1.34,5.27,Home
2,1,17.16,8.09,Home
2,1,1.22,6.86,Home
4,2,2.47,3.22,Home
0,1,3.67,3.18,Home
3,0,1.99,3.55,Home
1,2,5.52,3.74,Home
0,3,23.64,9.66,Home
2,0,3.28,3.47,Home
2,0,2.13,3.66,Home
4,3,1.22,7.02,Home
2,1,1.37,5.12,Home
3,0,2.07,3.18,Home
2,1,2.89,3.4,Home
0,0,1.72,3.82,Home
4,3,2.32,3.17,Home
3,0,1.19,7.36,Home
0,1,2.08,3.55,Home
2,0,1.71,3.96,Home
2,1,1.21,6.76,Home
0,1,10.47,5.19,Home
2,1,2.41,3.25,Home
0,0,2.15,3.23,Home
1,2,2.35,3.33,Home
1,2,1.94,3.37,Home
1,0,3.54,3.9,Home
2,1,1.98,3.83,Home
